rows,mode,workload,engine,block,run,elapsed_ms,cpu_ms,output_rows,validated,execute_roundtrip_ms,fetch_dataframe_ms,query_id,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned
1000000,parquet,filter_project,duckdb,1,1,6.25475,19.632,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,1,2,5.89275,17.294,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,1,3,5.950875,19.574,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,1,4,5.934333,18.011,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,1,5,6.152125,20.088,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,1,1,7.433917,21.516,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,1,2,7.052375,20.771,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,1,3,7.105583,20.686,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,1,4,7.10625,20.884,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,1,5,7.081333,20.813,198279,True,,,,,,,,,
10000000,warehouse,join_groupby,snowflake,1,1,180.3725,3.617,200,True,179.175083,1.197417,01c6f1d0-0001-fe0c-0001-9ade000af902,141.0,44.0,97.0,0.0,0.0,226648576.0
10000000,warehouse,join_groupby,snowflake,1,2,178.93175,3.051,200,True,178.054041,0.877709,01c6f1d0-0001-fcf8-0001-9ade000aa406,144.0,41.0,103.0,0.0,0.0,205291520.0
10000000,warehouse,join_groupby,snowflake,1,3,241.757542,2.343,200,True,241.140667,0.616875,01c6f1d0-0001-fe0c-0001-9ade000af906,148.0,45.0,103.0,0.0,0.0,205292032.0
10000000,warehouse,join_groupby,snowflake,1,4,172.865417,4.848,200,True,170.900167,1.96525,01c6f1d1-0001-fcf8-0001-9ade000aa40a,136.0,42.0,94.0,0.0,0.0,224404867.0
10000000,warehouse,join_groupby,snowflake,1,5,181.649666,6.31,200,True,179.080166,2.5695,01c6f1d1-0001-fe0c-0001-9ade000af90a,143.0,45.0,98.0,0.0,0.0,226648576.0
1000000,memory,join_groupby,pandas,1,1,27.689666,27.699,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,1,2,26.141709,26.149,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,1,3,25.949375,25.955,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,1,4,28.701916,28.684,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,1,5,30.797083,30.797,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,1,1,6.368125,16.876,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,1,2,6.201959,16.277,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,1,3,6.400167,17.895,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,1,4,7.229792,19.631,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,1,5,7.242125,18.019,200,True,,,,,,,,,
1000000,memory,clean_derive,pandas,1,1,2.947375,2.957,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,1,2,2.904917,2.913,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,1,3,2.848375,2.857,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,1,4,2.833167,2.839,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,1,5,2.815375,2.823,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,1,1,4.728916,13.047,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,1,2,4.465791,11.704,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,1,3,4.40625,11.694,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,1,4,5.013125,14.433,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,1,5,4.944167,13.176,1000000,True,,,,,,,,,
100000,warehouse,groupby,snowflake,1,1,82.3435,3.243,50,True,81.27975,1.06375,01c6f1d1-0001-fcf8-0001-9ade000aa41a,50.0,32.0,18.0,0.0,0.0,973312.0
100000,warehouse,groupby,snowflake,1,2,355.891667,5.585,50,True,353.696542,2.195125,01c6f1d1-0001-fe0c-0001-9ade000af90e,62.0,42.0,20.0,0.0,0.0,973312.0
100000,warehouse,groupby,snowflake,1,3,73.384875,2.445,50,True,72.781709,0.603166,01c6f1d1-0001-fcf8-0001-9ade000aa41e,49.0,31.0,18.0,0.0,0.0,973312.0
100000,warehouse,groupby,snowflake,1,4,82.94325,2.163,50,True,82.374625,0.568625,01c6f1d1-0001-fcf8-0001-9ade000aa422,55.0,32.0,23.0,0.0,0.0,973312.0
100000,warehouse,groupby,snowflake,1,5,71.85875,2.127,50,True,71.250375,0.608375,01c6f1d1-0001-fcf8-0001-9ade000aa426,50.0,34.0,16.0,0.0,0.0,973312.0
1000000,memory,filter_project,duckdb,1,1,1.823042,4.138,198279,True,,,,,,,,,
1000000,memory,filter_project,duckdb,1,2,2.216042,4.757,198279,True,,,,,,,,,
1000000,memory,filter_project,duckdb,1,3,1.82,4.215,198279,True,,,,,,,,,
1000000,memory,filter_project,duckdb,1,4,1.662459,4.133,198279,True,,,,,,,,,
1000000,memory,filter_project,duckdb,1,5,1.643,3.816,198279,True,,,,,,,,,
1000000,memory,filter_project,pandas,1,1,1.825958,1.835,198279,True,,,,,,,,,
1000000,memory,filter_project,pandas,1,2,1.644417,1.652,198279,True,,,,,,,,,
1000000,memory,filter_project,pandas,1,3,1.598542,1.606,198279,True,,,,,,,,,
1000000,memory,filter_project,pandas,1,4,1.592583,1.6,198279,True,,,,,,,,,
1000000,memory,filter_project,pandas,1,5,1.603,1.61,198279,True,,,,,,,,,
1000000,memory,groupby,pandas,1,1,7.265791,7.276,50,True,,,,,,,,,
1000000,memory,groupby,pandas,1,2,6.946458,6.952,50,True,,,,,,,,,
1000000,memory,groupby,pandas,1,3,6.918916,6.923,50,True,,,,,,,,,
1000000,memory,groupby,pandas,1,4,6.896375,6.9,50,True,,,,,,,,,
1000000,memory,groupby,pandas,1,5,7.526125,7.53,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,1,1,2.326458,6.619,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,1,2,2.229625,6.589,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,1,3,2.061875,6.215,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,1,4,2.114541,6.632,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,1,5,2.190333,6.808,50,True,,,,,,,,,
10000000,warehouse,filter_project,snowflake,2,6,1303.953916,265.586,1980090,True,453.361208,850.592708,01c6f1d1-0001-fe0c-0001-9ade000af916,304.0,32.0,272.0,0.0,0.0,226409984.0
10000000,warehouse,filter_project,snowflake,2,7,1538.754458,345.523,1980090,True,417.071333,1121.683125,01c6f1d1-0001-fe0c-0001-9ade000af91a,342.0,33.0,309.0,0.0,0.0,215731712.0
10000000,warehouse,filter_project,snowflake,2,8,1386.913583,325.294,1980090,True,680.868042,706.045541,01c6f1d1-0001-fe0c-0001-9ade000af91e,284.0,39.0,245.0,0.0,0.0,215731712.0
10000000,warehouse,filter_project,snowflake,2,9,1200.243875,300.026,1980090,True,338.360916,861.882959,01c6f1d1-0001-fcf8-0001-9ade000aa42e,278.0,33.0,245.0,0.0,0.0,215731712.0
10000000,warehouse,filter_project,snowflake,2,10,1346.220292,307.632,1980090,True,432.141125,914.079167,01c6f1d1-0001-fcf8-0001-9ade000aa432,294.0,30.0,264.0,0.0,0.0,215731200.0
100000,warehouse,clean_derive,snowflake,2,6,355.433833,13.939,100000,True,303.48575,51.948083,01c6f1d1-0001-fe0c-0001-9ade000af92a,231.0,36.0,195.0,0.0,0.0,973312.0
100000,warehouse,clean_derive,snowflake,2,7,335.236459,25.982,100000,True,282.80325,52.433209,01c6f1d1-0001-fe0c-0001-9ade000af92e,219.0,38.0,181.0,0.0,0.0,973312.0
100000,warehouse,clean_derive,snowflake,2,8,313.904208,21.588,100000,True,257.92525,55.978958,01c6f1d1-0001-fe0c-0001-9ade000af932,205.0,34.0,171.0,0.0,0.0,973312.0
100000,warehouse,clean_derive,snowflake,2,9,393.197,28.788,100000,True,333.772583,59.424417,01c6f1d1-0001-fe0c-0001-9ade000af936,206.0,27.0,179.0,0.0,0.0,973312.0
100000,warehouse,clean_derive,snowflake,2,10,336.091458,29.317,100000,True,276.909583,59.181875,01c6f1d1-0001-fe0c-0001-9ade000af93a,221.0,35.0,186.0,0.0,0.0,973312.0
1000000,parquet,groupby,duckdb,2,6,3.96625,11.675,50,True,,,,,,,,,
1000000,parquet,groupby,duckdb,2,7,3.940417,11.359,50,True,,,,,,,,,
1000000,parquet,groupby,duckdb,2,8,3.841125,11.345,50,True,,,,,,,,,
1000000,parquet,groupby,duckdb,2,9,3.954292,11.548,50,True,,,,,,,,,
1000000,parquet,groupby,duckdb,2,10,3.876542,11.288,50,True,,,,,,,,,
1000000,parquet,groupby,pandas,2,6,10.009291,15.668,50,True,,,,,,,,,
1000000,parquet,groupby,pandas,2,7,9.68975,15.073,50,True,,,,,,,,,
1000000,parquet,groupby,pandas,2,8,9.596833,14.997,50,True,,,,,,,,,
1000000,parquet,groupby,pandas,2,9,10.686875,16.256,50,True,,,,,,,,,
1000000,parquet,groupby,pandas,2,10,11.312083,17.614,50,True,,,,,,,,,
10000000,parquet,clean_derive,pandas,2,6,72.546458,181.599,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,pandas,2,7,72.347125,178.684,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,pandas,2,8,93.336625,215.357,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,pandas,2,9,74.263417,178.322,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,pandas,2,10,76.003458,186.127,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,duckdb,2,6,65.296916,227.106,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,duckdb,2,7,64.473792,225.33,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,duckdb,2,8,66.797167,234.141,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,duckdb,2,9,66.385,227.784,10000000,True,,,,,,,,,
10000000,parquet,clean_derive,duckdb,2,10,73.641875,242.503,10000000,True,,,,,,,,,
10000000,warehouse,groupby,snowflake,2,6,112.998042,2.999,50,True,112.000917,0.997125,01c6f1d1-0001-fcf8-0001-9ade000aa43a,87.0,33.0,54.0,0.0,0.0,226409984.0
10000000,warehouse,groupby,snowflake,2,7,113.073791,3.477,50,True,111.807541,1.26625,01c6f1d1-0001-fcf8-0001-9ade000aa43e,87.0,29.0,58.0,0.0,0.0,226409984.0
10000000,warehouse,groupby,snowflake,2,8,146.749459,5.145,50,True,144.693459,2.056,01c6f1d1-0001-fe0c-0001-9ade000af942,84.0,30.0,54.0,0.0,0.0,226409984.0
10000000,warehouse,groupby,snowflake,2,9,118.299125,2.77,50,True,117.551625,0.7475,01c6f1d1-0001-fcf8-0001-9ade000aa442,94.0,35.0,59.0,0.0,0.0,226409984.0
10000000,warehouse,groupby,snowflake,2,10,141.974417,2.305,50,True,141.289459,0.684958,01c6f1d1-0001-fcf8-0001-9ade000aa446,105.0,31.0,74.0,0.0,0.0,226409984.0
10000000,warehouse,clean_derive,snowflake,2,6,3623.431291,1031.341,10000000,True,700.560166,2922.871125,01c6f1d1-0001-fe0c-0001-9ade000af952,593.0,34.0,559.0,0.0,0.0,226409984.0
10000000,warehouse,clean_derive,snowflake,2,7,3580.556583,1109.876,10000000,True,693.128125,2887.428458,01c6f1d1-0001-fcf8-0001-9ade000aa44a,604.0,38.0,566.0,0.0,0.0,226409984.0
10000000,warehouse,clean_derive,snowflake,2,8,3232.8665,1180.836,10000000,True,705.90375,2526.96275,01c6f1d1-0001-fcf8-0001-9ade000aa44e,629.0,36.0,593.0,0.0,0.0,226409984.0
10000000,warehouse,clean_derive,snowflake,2,9,3622.307792,1091.574,10000000,True,673.353667,2948.954125,01c6f1d1-0001-fcf8-0001-9ade000aa452,611.0,40.0,571.0,0.0,0.0,226409984.0
10000000,warehouse,clean_derive,snowflake,2,10,4430.584167,1370.991,10000000,True,754.884709,3675.699458,01c6f1d1-0001-fcf8-0001-9ade000aa456,679.0,45.0,634.0,0.0,0.0,226409984.0
1000000,warehouse,join_groupby,snowflake,2,6,185.397292,3.365,200,True,184.287375,1.109917,01c6f1d1-0001-fe0c-0001-9ade000af95e,114.0,44.0,70.0,0.0,0.0,7865856.0
1000000,warehouse,join_groupby,snowflake,2,7,155.133417,6.037,200,True,152.725208,2.408209,01c6f1d1-0001-fe0c-0001-9ade000af962,111.0,44.0,67.0,0.0,0.0,7865856.0
1000000,warehouse,join_groupby,snowflake,2,8,148.187541,4.721,200,True,146.38575,1.801791,01c6f1d1-0001-fe0c-0001-9ade000af966,114.0,44.0,70.0,0.0,0.0,7865856.0
1000000,warehouse,join_groupby,snowflake,2,9,149.827709,2.895,200,True,149.052334,0.775375,01c6f1d1-0001-fcf8-0001-9ade000aa45a,114.0,46.0,68.0,0.0,0.0,7865856.0
1000000,warehouse,join_groupby,snowflake,2,10,152.202542,2.358,200,True,151.529,0.673542,01c6f1d1-0001-fcf8-0001-9ade000aa45e,113.0,46.0,67.0,0.0,0.0,7865856.0
10000000,memory,filter_project,pandas,2,6,24.853834,24.869,1980090,True,,,,,,,,,
10000000,memory,filter_project,pandas,2,7,14.3525,14.358,1980090,True,,,,,,,,,
10000000,memory,filter_project,pandas,2,8,14.386125,14.396,1980090,True,,,,,,,,,
10000000,memory,filter_project,pandas,2,9,14.363125,14.372,1980090,True,,,,,,,,,
10000000,memory,filter_project,pandas,2,10,15.131583,15.139,1980090,True,,,,,,,,,
10000000,memory,filter_project,duckdb,2,6,10.171292,30.693,1980090,True,,,,,,,,,
10000000,memory,filter_project,duckdb,2,7,10.056042,30.493,1980090,True,,,,,,,,,
10000000,memory,filter_project,duckdb,2,8,10.278875,31.27,1980090,True,,,,,,,,,
10000000,memory,filter_project,duckdb,2,9,10.345333,30.886,1980090,True,,,,,,,,,
10000000,memory,filter_project,duckdb,2,10,10.374709,31.179,1980090,True,,,,,,,,,
1000000,memory,join_groupby,pandas,2,6,26.606709,26.616,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,2,7,26.908667,26.915,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,2,8,25.979833,25.976,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,2,9,26.658417,26.664,200,True,,,,,,,,,
1000000,memory,join_groupby,pandas,2,10,26.366583,26.372,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,2,6,6.211209,16.603,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,2,7,6.44175,17.599,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,2,8,6.284334,16.983,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,2,9,6.373584,17.831,200,True,,,,,,,,,
1000000,memory,join_groupby,duckdb,2,10,6.537792,16.997,200,True,,,,,,,,,
1000000,warehouse,filter_project,snowflake,2,6,426.595417,43.451,198279,True,367.055167,59.54025,01c6f1d1-0001-fcf8-0001-9ade000aa46a,236.0,35.0,201.0,0.0,0.0,7627264.0
1000000,warehouse,filter_project,snowflake,2,7,476.528083,31.2,198279,True,412.453375,64.074708,01c6f1d1-0001-fe0c-0001-9ade000af96a,248.0,41.0,207.0,0.0,0.0,7627264.0
1000000,warehouse,filter_project,snowflake,2,8,444.389625,47.382,198279,True,292.697333,151.692292,01c6f1d1-0001-fe0c-0001-9ade000af96e,241.0,34.0,207.0,0.0,0.0,7627264.0
1000000,warehouse,filter_project,snowflake,2,9,367.84125,35.432,198279,True,307.6615,60.17975,01c6f1d1-0001-fe0c-0001-9ade000af972,253.0,32.0,221.0,0.0,0.0,7627264.0
1000000,warehouse,filter_project,snowflake,2,10,872.09125,47.681,198279,True,455.841125,416.250125,01c6f1d2-0001-fcf8-0001-9ade000aa46e,266.0,35.0,231.0,0.0,0.0,7627264.0
100000,memory,join_groupby,duckdb,2,6,3.249625,3.544,200,True,,,,,,,,,
100000,memory,join_groupby,duckdb,2,7,3.184792,3.484,200,True,,,,,,,,,
100000,memory,join_groupby,duckdb,2,8,3.079208,3.339,200,True,,,,,,,,,
100000,memory,join_groupby,duckdb,2,9,3.081917,3.328,200,True,,,,,,,,,
100000,memory,join_groupby,duckdb,2,10,3.081125,3.32,200,True,,,,,,,,,
100000,memory,join_groupby,pandas,2,6,5.526834,5.537,200,True,,,,,,,,,
100000,memory,join_groupby,pandas,2,7,5.453416,5.462,200,True,,,,,,,,,
100000,memory,join_groupby,pandas,2,8,5.685708,5.693,200,True,,,,,,,,,
100000,memory,join_groupby,pandas,2,9,5.357833,5.363,200,True,,,,,,,,,
100000,memory,join_groupby,pandas,2,10,5.64575,5.651,200,True,,,,,,,,,
1000000,parquet,filter_project,pandas,2,6,7.853125,22.081,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,2,7,7.075583,20.755,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,2,8,6.978667,20.615,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,2,9,7.4595,21.463,198279,True,,,,,,,,,
1000000,parquet,filter_project,pandas,2,10,8.018667,24.353,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,2,6,6.225958,20.193,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,2,7,6.133958,17.976,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,2,8,6.171083,18.503,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,2,9,5.875958,17.596,198279,True,,,,,,,,,
1000000,parquet,filter_project,duckdb,2,10,5.902875,19.001,198279,True,,,,,,,,,
1000000,warehouse,clean_derive,snowflake,2,6,769.856125,86.37,1000000,True,615.775875,154.08025,01c6f1d2-0001-fe0c-0001-9ade000af97e,426.0,35.0,391.0,0.0,0.0,7627264.0
1000000,warehouse,clean_derive,snowflake,2,7,676.138167,104.336,1000000,True,499.722292,176.415875,01c6f1d2-0001-fcf8-0001-9ade000aa472,422.0,33.0,389.0,0.0,0.0,7627264.0
1000000,warehouse,clean_derive,snowflake,2,8,822.248875,99.447,1000000,True,667.677917,154.570958,01c6f1d2-0001-fe0c-0001-9ade000af982,424.0,31.0,393.0,0.0,0.0,7627264.0
1000000,warehouse,clean_derive,snowflake,2,9,617.496958,96.593,1000000,True,480.963,136.533958,01c6f1d2-0001-fe0c-0001-9ade000af986,425.0,32.0,393.0,0.0,0.0,7627264.0
1000000,warehouse,clean_derive,snowflake,2,10,724.447,107.558,1000000,True,480.584792,243.862208,01c6f1d2-0001-fe0c-0001-9ade000af98a,423.0,32.0,391.0,0.0,0.0,7627264.0
10000000,parquet,groupby,pandas,2,6,81.560167,141.448,50,True,,,,,,,,,
10000000,parquet,groupby,pandas,2,7,79.436792,134.334,50,True,,,,,,,,,
10000000,parquet,groupby,pandas,2,8,78.928084,133.205,50,True,,,,,,,,,
10000000,parquet,groupby,pandas,2,9,79.193125,132.407,50,True,,,,,,,,,
10000000,parquet,groupby,pandas,2,10,81.743458,138.821,50,True,,,,,,,,,
10000000,parquet,groupby,duckdb,2,6,27.732084,104.445,50,True,,,,,,,,,
10000000,parquet,groupby,duckdb,2,7,27.280458,103.195,50,True,,,,,,,,,
10000000,parquet,groupby,duckdb,2,8,27.731625,104.345,50,True,,,,,,,,,
10000000,parquet,groupby,duckdb,2,9,27.377833,103.846,50,True,,,,,,,,,
10000000,parquet,groupby,duckdb,2,10,27.715083,105.068,50,True,,,,,,,,,
10000000,parquet,filter_project,duckdb,2,6,47.103666,172.003,1980090,True,,,,,,,,,
10000000,parquet,filter_project,duckdb,2,7,45.569083,165.917,1980090,True,,,,,,,,,
10000000,parquet,filter_project,duckdb,2,8,45.434792,166.11,1980090,True,,,,,,,,,
10000000,parquet,filter_project,duckdb,2,9,45.215583,165.528,1980090,True,,,,,,,,,
10000000,parquet,filter_project,duckdb,2,10,45.143,166.345,1980090,True,,,,,,,,,
10000000,parquet,filter_project,pandas,2,6,56.560125,200.278,1980090,True,,,,,,,,,
10000000,parquet,filter_project,pandas,2,7,56.479791,200.067,1980090,True,,,,,,,,,
10000000,parquet,filter_project,pandas,2,8,56.358917,199.189,1980090,True,,,,,,,,,
10000000,parquet,filter_project,pandas,2,9,55.688041,197.135,1980090,True,,,,,,,,,
10000000,parquet,filter_project,pandas,2,10,58.607584,205.489,1980090,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,2,6,4.57925,11.799,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,2,7,4.523083,12.878,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,2,8,4.454792,12.64,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,2,9,4.533208,13.25,1000000,True,,,,,,,,,
1000000,memory,clean_derive,duckdb,2,10,4.315625,11.486,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,2,6,2.982042,2.992,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,2,7,2.858209,2.866,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,2,8,2.844042,2.852,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,2,9,2.79375,2.8,1000000,True,,,,,,,,,
1000000,memory,clean_derive,pandas,2,10,2.83375,2.842,1000000,True,,,,,,,,,
100000,parquet,groupby,pandas,2,6,3.043917,3.45,50,True,,,,,,,,,
100000,parquet,groupby,pandas,2,7,2.715792,3.082,50,True,,,,,,,,,
100000,parquet,groupby,pandas,2,8,2.65925,3.043,50,True,,,,,,,,,
100000,parquet,groupby,pandas,2,9,2.634791,3.012,50,True,,,,,,,,,
100000,parquet,groupby,pandas,2,10,2.644875,3.018,50,True,,,,,,,,,
100000,parquet,groupby,duckdb,2,6,1.607792,1.674,50,True,,,,,,,,,
100000,parquet,groupby,duckdb,2,7,1.622708,1.684,50,True,,,,,,,,,
100000,parquet,groupby,duckdb,2,8,1.607833,1.681,50,True,,,,,,,,,
100000,parquet,groupby,duckdb,2,9,1.47375,1.533,50,True,,,,,,,,,
100000,parquet,groupby,duckdb,2,10,1.522125,1.617,50,True,,,,,,,,,
100000,parquet,filter_project,pandas,2,6,2.362709,3.191,19886,True,,,,,,,,,
100000,parquet,filter_project,pandas,2,7,2.107458,2.804,19886,True,,,,,,,,,
100000,parquet,filter_project,pandas,2,8,2.303583,3.006,19886,True,,,,,,,,,
100000,parquet,filter_project,pandas,2,9,2.233333,2.965,19886,True,,,,,,,,,
100000,parquet,filter_project,pandas,2,10,2.249917,3.105,19886,True,,,,,,,,,
100000,parquet,filter_project,duckdb,2,6,2.048625,2.089,19886,True,,,,,,,,,
100000,parquet,filter_project,duckdb,2,7,2.009041,2.048,19886,True,,,,,,,,,
100000,parquet,filter_project,duckdb,2,8,1.98025,2.017,19886,True,,,,,,,,,
100000,parquet,filter_project,duckdb,2,9,1.985375,2.019,19886,True,,,,,,,,,
100000,parquet,filter_project,duckdb,2,10,1.922334,1.957,19886,True,,,,,,,,,
100000,parquet,clean_derive,pandas,2,6,2.515416,3.549,100000,True,,,,,,,,,
100000,parquet,clean_derive,pandas,2,7,2.094833,3.049,100000,True,,,,,,,,,
100000,parquet,clean_derive,pandas,2,8,2.006125,2.936,100000,True,,,,,,,,,
100000,parquet,clean_derive,pandas,2,9,2.206958,3.169,100000,True,,,,,,,,,
100000,parquet,clean_derive,pandas,2,10,2.068333,3.009,100000,True,,,,,,,,,
100000,parquet,clean_derive,duckdb,2,6,2.923958,2.969,100000,True,,,,,,,,,
100000,parquet,clean_derive,duckdb,2,7,2.605667,2.645,100000,True,,,,,,,,,
100000,parquet,clean_derive,duckdb,2,8,2.566083,2.603,100000,True,,,,,,,,,
100000,parquet,clean_derive,duckdb,2,9,2.598334,2.638,100000,True,,,,,,,,,
100000,parquet,clean_derive,duckdb,2,10,2.519125,2.554,100000,True,,,,,,,,,
100000,warehouse,filter_project,snowflake,2,6,441.968208,6.956,19886,True,370.34925,71.618958,01c6f1d2-0001-fcf8-0001-9ade000aa482,239.0,113.0,126.0,0.0,0.0,973312.0
100000,warehouse,filter_project,snowflake,2,7,295.419792,8.324,19886,True,257.7865,37.633292,01c6f1d2-0001-fcf8-0001-9ade000aa486,175.0,60.0,115.0,0.0,0.0,973312.0
100000,warehouse,filter_project,snowflake,2,8,361.438209,14.731,19886,True,317.024125,44.414084,01c6f1d2-0001-fcf8-0001-9ade000aa48a,180.0,58.0,122.0,0.0,0.0,973312.0
100000,warehouse,filter_project,snowflake,2,9,308.325125,14.944,19886,True,270.422708,37.902417,01c6f1d2-0001-fcf8-0001-9ade000aa48e,201.0,92.0,109.0,0.0,0.0,973312.0
100000,warehouse,filter_project,snowflake,2,10,314.062416,13.943,19886,True,274.977375,39.085041,01c6f1d2-0001-fe0c-0001-9ade000af98e,145.0,40.0,105.0,0.0,0.0,973312.0
1000000,memory,groupby,duckdb,2,6,2.353917,6.957,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,2,7,2.201833,6.875,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,2,8,2.251833,7.063,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,2,9,2.163541,6.319,50,True,,,,,,,,,
1000000,memory,groupby,duckdb,2,10,2.125708,6.388,50,True,,,,,,,,,
1000000,memory,groupby,pandas,2,6,7.001791,7.012,50,True,,,,,,,,,
1000000,memory,groupby,pandas,2,7,6.87025,6.877,50,True,,,,,,,,,
1000000,memory,groupby,pandas,2,8,6.835459,6.841,50,True,,,,,,,,,
1000000,memory,groupby,pandas,2,9,6.789958,6.794,50,True,,,,,,,,,
1000000,memory,groupby,pandas,2,10,6.725,6.733,50,True,,,,,,,,,
100000,memory,filter_project,pandas,2,6,0.435875,0.445,19886,True,,,,,,,,,
100000,memory,filter_project,pandas,2,7,0.380334,0.385,19886,True,,,,,,,,,
100000,memory,filter_project,pandas,2,8,0.347709,0.353,19886,True,,,,,,,,,
100000,memory,filter_project,pandas,2,9,0.3555,0.36,19886,True,,,,,,,,,
100000,memory,filter_project,pandas,2,10,0.337709,0.342,19886,True,,,,,,,,,
100000,memory,filter_project,duckdb,2,6,0.666291,0.698,19886,True,,,,,,,,,
100000,memory,filter_project,duckdb,2,7,0.571375,0.598,19886,True,,,,,,,,,
100000,memory,filter_project,duckdb,2,8,0.548792,0.577,19886,True,,,,,,,,,
100000,memory,filter_project,duckdb,2,9,0.569709,0.599,19886,True,,,,,,,,,
100000,memory,filter_project,duckdb,2,10,0.5575,0.59,19886,True,,,,,,,,,
100000,memory,clean_derive,pandas,2,6,0.530167,0.538,100000,True,,,,,,,,,
100000,memory,clean_derive,pandas,2,7,0.457458,0.463,100000,True,,,,,,,,,
100000,memory,clean_derive,pandas,2,8,0.44075,0.446,100000,True,,,,,,,,,
100000,memory,clean_derive,pandas,2,9,0.439333,0.443,100000,True,,,,,,,,,
100000,memory,clean_derive,pandas,2,10,0.417792,0.422,100000,True,,,,,,,,,
100000,memory,clean_derive,duckdb,2,6,1.973542,3.065,100000,True,,,,,,,,,
100000,memory,clean_derive,duckdb,2,7,1.875875,1.909,100000,True,,,,,,,,,
100000,memory,clean_derive,duckdb,2,8,1.7505,1.785,100000,True,,,,,,,,,
100000,memory,clean_derive,duckdb,2,9,1.696208,1.728,100000,True,,,,,,,,,
100000,memory,clean_derive,duckdb,2,10,1.92875,1.982,100000,True,,,,,,,,,
100000,warehouse,groupby,snowflake,2,6,151.375833,5.247,50,True,149.401083,1.97475,01c6f1d2-0001-fcf8-0001-9ade000aa496,56.0,36.0,20.0,0.0,0.0,973312.0
