query_id,client_execute_roundtrip_ms,output_rows,validation,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned,elapsed_ms,path,rows,workload,block,run,metric_scope,cpu_ms,input_ms,output_bytes,output_batches,checksum,type,block_peak_rss_bytes
01c6f2dd-0001-fcf8-0001-9ade000ba932,852.959583,198279,row-count; full checksum query before block,256.0,41.0,215.0,0.0,0.0,7627264.0,256.0,snowflake_medium,1000000,filter_project,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be062,387.234416,198279,row-count; full checksum query before block,265.0,41.0,224.0,0.0,0.0,7627264.0,265.0,snowflake_medium,1000000,filter_project,1,5,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be06a,776.140958,50,row-count; full checksum query before block,748.0,44.0,704.0,0.0,0.0,7635108352.0,748.0,snowflake_medium,1000000000,groupby,1,1,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0ba,805.910666,50,row-count; full checksum query before block,770.0,59.0,711.0,0.0,0.0,7635108352.0,770.0,snowflake_medium,1000000000,groupby,1,2,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be06e,848.847625,50,row-count; full checksum query before block,795.0,56.0,739.0,0.0,0.0,7635108352.0,795.0,snowflake_medium,1000000000,groupby,1,3,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be072,822.755667,50,row-count; full checksum query before block,786.0,47.0,739.0,0.0,0.0,7635108352.0,786.0,snowflake_medium,1000000000,groupby,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba936,732.82425,50,row-count; full checksum query before block,702.0,47.0,655.0,0.0,0.0,7635108352.0,702.0,snowflake_medium,1000000000,groupby,1,5,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba942,546.457583,1000000,row-count; full checksum query before block,484.0,61.0,423.0,0.0,0.0,7627264.0,484.0,snowflake_medium,1000000,clean_derive,1,1,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0be,513.465708,1000000,row-count; full checksum query before block,444.0,42.0,402.0,0.0,0.0,7627264.0,444.0,snowflake_medium,1000000,clean_derive,1,2,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0c2,501.001916,1000000,row-count; full checksum query before block,442.0,49.0,393.0,0.0,0.0,7627264.0,442.0,snowflake_medium,1000000,clean_derive,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0c6,485.443708,1000000,row-count; full checksum query before block,427.0,33.0,394.0,0.0,0.0,7627264.0,427.0,snowflake_medium,1000000,clean_derive,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be07e,532.846167,1000000,row-count; full checksum query before block,449.0,38.0,411.0,0.0,0.0,7627264.0,449.0,snowflake_medium,1000000,clean_derive,1,5,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf05e,89.888,50,row-count; full checksum query before block,62.0,33.0,29.0,0.0,0.0,973312.0,62.0,snowflake_medium,100000,groupby,1,1,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba946,111.757,50,row-count; full checksum query before block,82.0,61.0,21.0,0.0,0.0,973312.0,82.0,snowflake_medium,100000,groupby,1,2,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0ce,93.793125,50,row-count; full checksum query before block,58.0,37.0,21.0,0.0,0.0,973312.0,58.0,snowflake_medium,100000,groupby,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf062,133.813833,50,row-count; full checksum query before block,56.0,37.0,19.0,0.0,0.0,973312.0,56.0,snowflake_medium,100000,groupby,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be086,87.43475,50,row-count; full checksum query before block,59.0,41.0,18.0,0.0,0.0,973312.0,59.0,snowflake_medium,100000,groupby,1,5,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba94a,266.80075,200,row-count; full checksum query before block,144.0,53.0,91.0,0.0,0.0,7865856.0,144.0,snowflake_medium,1000000,join_groupby,1,1,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0da,181.31075,200,row-count; full checksum query before block,139.0,50.0,89.0,0.0,0.0,7865856.0,139.0,snowflake_medium,1000000,join_groupby,1,2,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf066,184.182416,200,row-count; full checksum query before block,146.0,56.0,90.0,0.0,0.0,7865856.0,146.0,snowflake_medium,1000000,join_groupby,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0de,183.50625,200,row-count; full checksum query before block,137.0,46.0,91.0,0.0,0.0,7865856.0,137.0,snowflake_medium,1000000,join_groupby,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba94e,192.552542,200,row-count; full checksum query before block,146.0,58.0,88.0,0.0,0.0,7865856.0,146.0,snowflake_medium,1000000,join_groupby,1,5,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be08e,140.999875,200,row-count; full checksum query before block,98.0,52.0,46.0,0.0,0.0,1211904.0,98.0,snowflake_medium,100000,join_groupby,1,1,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0e2,150.080666,200,row-count; full checksum query before block,103.0,52.0,51.0,0.0,0.0,1211904.0,103.0,snowflake_medium,100000,join_groupby,1,2,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be092,136.278167,200,row-count; full checksum query before block,93.0,44.0,49.0,0.0,0.0,1211904.0,93.0,snowflake_medium,100000,join_groupby,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0e6,149.456542,200,row-count; full checksum query before block,105.0,53.0,52.0,0.0,0.0,1211904.0,105.0,snowflake_medium,100000,join_groupby,1,4,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be096,208.411542,200,row-count; full checksum query before block,91.0,45.0,46.0,0.0,0.0,1211904.0,91.0,snowflake_medium,100000,join_groupby,1,5,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0f2,2395.448375,197996556,row-count; full checksum query before block,2077.0,62.0,2015.0,0.0,0.0,7635108352.0,2077.0,snowflake_medium,1000000000,filter_project,1,1,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf072,2220.668583,197996556,row-count; full checksum query before block,2126.0,39.0,2087.0,0.0,0.0,7635108352.0,2126.0,snowflake_medium,1000000000,filter_project,1,2,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf076,2185.243459,197996556,row-count; full checksum query before block,2102.0,50.0,2052.0,0.0,0.0,7635108352.0,2102.0,snowflake_medium,1000000000,filter_project,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe0c-0001-9ade000bf07a,2146.86275,197996556,row-count; full checksum query before block,2057.0,47.0,2010.0,0.0,0.0,7635108352.0,2057.0,snowflake_medium,1000000000,filter_project,1,4,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0f6,2321.508084,197996556,row-count; full checksum query before block,2104.0,48.0,2056.0,0.0,0.0,7635108352.0,2104.0,snowflake_medium,1000000000,filter_project,1,5,platform_query,,,,,,,
01c6f2dd-0001-fcf8-0001-9ade000ba956,386.959875,1980090,row-count; full checksum query before block,312.0,42.0,270.0,0.0,0.0,146614272.0,312.0,snowflake_medium,10000000,filter_project,1,1,platform_query,,,,,,,
01c6f2dd-0001-fcf9-0001-9ade000be0a2,361.618209,1980090,row-count; full checksum query before block,284.0,42.0,242.0,0.0,0.0,151591936.0,284.0,snowflake_medium,10000000,filter_project,1,2,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd0fe,363.611875,1980090,row-count; full checksum query before block,264.0,40.0,224.0,0.0,0.0,151591936.0,264.0,snowflake_medium,10000000,filter_project,1,3,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd102,337.494417,1980090,row-count; full checksum query before block,274.0,37.0,237.0,0.0,0.0,141637120.0,274.0,snowflake_medium,10000000,filter_project,1,4,platform_query,,,,,,,
01c6f2dd-0001-fe2b-0001-9ade000bd106,333.874,1980090,row-count; full checksum query before block,251.0,44.0,207.0,0.0,0.0,136658944.0,251.0,snowflake_medium,10000000,filter_project,1,5,platform_query,,,,,,,
