rows,workload,path,component,n,mean_ms,std_ms
10000,clean_derive,snowflake_xsmall,server_execution_ms,2,85.0,7.0710678118654755
10000,clean_derive,snowflake_xsmall,server_compilation_ms,2,55.5,28.991378028648448
10000,clean_derive,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
10000,clean_derive,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
10000,clean_derive,snowflake_xsmall,client_execute_roundtrip_ms,2,212.09395849999999,10.4957040399844
10000,filter_project,snowflake_large,server_total_ms,2,58.5,12.020815280171307
10000,filter_project,snowflake_large,server_execution_ms,2,11.5,0.7071067811865476
10000,filter_project,snowflake_large,server_compilation_ms,2,47.0,11.313708498984761
10000,filter_project,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_large,server_overload_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_large,client_execute_roundtrip_ms,2,113.28658300000001,54.11004959646385
10000,filter_project,snowflake_medium,server_total_ms,2,47.5,0.7071067811865476
10000,filter_project,snowflake_medium,server_execution_ms,2,11.5,0.7071067811865476
10000,filter_project,snowflake_medium,server_compilation_ms,2,36.0,1.4142135623730951
10000,filter_project,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_medium,client_execute_roundtrip_ms,2,73.608021,0.7711296433687393
10000,filter_project,snowflake_small,server_total_ms,2,49.0,2.8284271247461903
10000,filter_project,snowflake_small,server_execution_ms,2,12.0,1.4142135623730951
10000,filter_project,snowflake_small,server_compilation_ms,2,37.0,4.242640687119285
10000,filter_project,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_small,server_overload_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_small,client_execute_roundtrip_ms,2,77.579042,3.1783276017078523
10000,filter_project,snowflake_xsmall,server_total_ms,2,51.5,7.7781745930520225
10000,filter_project,snowflake_xsmall,server_execution_ms,2,10.5,0.7071067811865476
10000,filter_project,snowflake_xsmall,server_compilation_ms,2,41.0,8.48528137423857
10000,filter_project,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
10000,filter_project,snowflake_xsmall,client_execute_roundtrip_ms,2,98.89095800000001,17.128837287737248
10000,groupby,snowflake_large,server_total_ms,2,60.0,7.0710678118654755
10000,groupby,snowflake_large,server_execution_ms,2,16.5,0.7071067811865476
10000,groupby,snowflake_large,server_compilation_ms,2,43.5,7.7781745930520225
10000,groupby,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
10000,groupby,snowflake_large,server_overload_queue_ms,2,0.0,0.0
10000,groupby,snowflake_large,client_execute_roundtrip_ms,2,88.44402099999999,8.662028371050402
10000,groupby,snowflake_medium,server_total_ms,2,73.5,33.23401871576773
10000,groupby,snowflake_medium,server_execution_ms,2,19.5,4.949747468305833
10000,groupby,snowflake_medium,server_compilation_ms,2,54.0,28.284271247461902
10000,groupby,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
10000,groupby,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
10000,groupby,snowflake_medium,client_execute_roundtrip_ms,2,108.617708,11.383241137205964
10000,groupby,snowflake_small,server_total_ms,2,69.0,19.79898987322333
10000,groupby,snowflake_small,server_execution_ms,2,18.0,0.0
10000,groupby,snowflake_small,server_compilation_ms,2,51.0,19.79898987322333
10000,groupby,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
10000,groupby,snowflake_small,server_overload_queue_ms,2,0.0,0.0
10000,groupby,snowflake_small,client_execute_roundtrip_ms,2,92.158229,17.334458282852054
10000,groupby,snowflake_xsmall,server_total_ms,2,126.5,43.1335136523794
10000,groupby,snowflake_xsmall,server_execution_ms,2,17.0,1.4142135623730951
10000,groupby,snowflake_xsmall,server_compilation_ms,2,109.5,44.54772721475249
10000,groupby,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
10000,groupby,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
10000,groupby,snowflake_xsmall,client_execute_roundtrip_ms,2,195.36195850000001,23.64659333621748
10000,join_groupby,snowflake_large,server_total_ms,2,305.5,150.61374439273462
10000,join_groupby,snowflake_large,server_execution_ms,2,215.0,202.2325394193526
10000,join_groupby,snowflake_large,server_compilation_ms,2,90.5,51.61879502661797
10000,join_groupby,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_large,server_overload_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_large,client_execute_roundtrip_ms,2,378.773917,163.81189246358156
10000,join_groupby,snowflake_medium,server_total_ms,2,94.0,7.0710678118654755
10000,join_groupby,snowflake_medium,server_execution_ms,2,45.0,2.8284271247461903
10000,join_groupby,snowflake_medium,server_compilation_ms,2,49.0,4.242640687119285
10000,join_groupby,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_medium,client_execute_roundtrip_ms,2,165.7580625,20.52032717838126
10000,join_groupby,snowflake_small,server_total_ms,2,81.0,1.4142135623730951
10000,join_groupby,snowflake_small,server_execution_ms,2,24.5,0.7071067811865476
10000,join_groupby,snowflake_small,server_compilation_ms,2,56.5,0.7071067811865476
10000,join_groupby,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_small,server_overload_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_small,client_execute_roundtrip_ms,2,142.413375,32.200699534789265
10000,join_groupby,snowflake_xsmall,server_total_ms,2,98.5,14.849242404917497
10000,join_groupby,snowflake_xsmall,server_execution_ms,2,23.0,0.0
10000,join_groupby,snowflake_xsmall,server_compilation_ms,2,75.5,14.849242404917497
10000,join_groupby,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
10000,join_groupby,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
