query_id,client_execute_roundtrip_ms,output_rows,validation,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned,elapsed_ms,path,rows,workload,block,run,metric_scope,cpu_ms,input_ms,output_bytes,output_batches,checksum,type,block_peak_rss_bytes
01c6f2c3-0001-fe0c-0001-9ade000b9f1e,128.219083,200,row-count; full checksum query before block,91.0,53.0,38.0,0.0,0.0,248832.0,91.0,snowflake_large,1000,join_groupby,1,2,platform_query,,,,,,,
01c6f2c3-0001-fe0c-0001-9ade000b9f26,149.270333,200,row-count; full checksum query before block,103.0,51.0,52.0,0.0,0.0,1211904.0,103.0,snowflake_large,100000,join_groupby,1,1,platform_query,,,,,,,
01c6f2c3-0001-fcf8-0001-9ade000ba80e,139.876292,200,row-count; full checksum query before block,96.0,47.0,49.0,0.0,0.0,1211904.0,96.0,snowflake_large,100000,join_groupby,1,2,platform_query,,,,,,,
01c6f2c3-0001-fe0c-0001-9ade000b9f2e,270.517041,100000,row-count; full checksum query before block,208.0,35.0,173.0,0.0,0.0,973312.0,208.0,snowflake_large,100000,clean_derive,1,1,platform_query,,,,,,,
01c6f2c3-0001-fcf8-0001-9ade000ba81a,1082.536166,100000,row-count; full checksum query before block,362.0,144.0,218.0,0.0,0.0,973312.0,362.0,snowflake_large,100000,clean_derive,1,2,platform_query,,,,,,,
01c6f2c3-0001-fe0c-0001-9ade000b9f3e,81.039708,50,row-count; full checksum query before block,57.0,39.0,18.0,0.0,0.0,973312.0,57.0,snowflake_large,100000,groupby,1,1,platform_query,,,,,,,
01c6f2c3-0001-fcf8-0001-9ade000ba81e,187.246458,50,row-count; full checksum query before block,123.0,98.0,25.0,0.0,0.0,973312.0,123.0,snowflake_large,100000,groupby,1,2,platform_query,,,,,,,
01c6f2c3-0001-fcf8-0001-9ade000ba832,160.559791,50,row-count; full checksum query before block,131.0,111.0,20.0,0.0,0.0,10240.0,131.0,snowflake_large,1000,groupby,1,1,platform_query,,,,,,,
01c6f2c3-0001-fe0c-0001-9ade000b9f42,79.2385,50,row-count; full checksum query before block,57.0,39.0,18.0,0.0,0.0,10240.0,57.0,snowflake_large,1000,groupby,1,2,platform_query,,,,,,,
01c6f2c3-0001-fcf8-0001-9ade000ba83e,262.941417,200,row-count; full checksum query before block,199.0,127.0,72.0,0.0,0.0,333824.0,199.0,snowflake_large,10000,join_groupby,1,1,platform_query,,,,,,,
01c6f2c3-0001-fe0c-0001-9ade000b9f4a,494.606417,200,row-count; full checksum query before block,412.0,54.0,358.0,0.0,0.0,333824.0,412.0,snowflake_large,10000,join_groupby,1,2,platform_query,,,,,,,
,,100000,row-count; full checksum in block warmup,,,,,,,3.401917,duckdb,100000,clean_derive,1,1,local_parquet_to_batches,3.462,,1600000.0,1.0,,measurement,139149312.0
,,100000,row-count; full checksum in block warmup,,,,,,,3.135875,duckdb,100000,clean_derive,1,2,local_parquet_to_batches,3.203,,1600000.0,1.0,,measurement,139182080.0
,,50,row-count; full checksum in block warmup,,,,,,,0.9975,duckdb,1000,groupby,1,1,local_parquet_to_batches,1.089,,1600.0,1.0,,measurement,131923968.0
,,50,row-count; full checksum in block warmup,,,,,,,0.959625,duckdb,1000,groupby,1,2,local_parquet_to_batches,1.044,,1600.0,1.0,,measurement,131956736.0
,,19886,row-count; full checksum in block warmup,,,,,,,2.750959,duckdb,100000,filter_project,1,1,local_parquet_to_batches,2.815,,477264.0,1.0,,measurement,137363456.0
,,19886,row-count; full checksum in block warmup,,,,,,,2.510208,duckdb,100000,filter_project,1,2,local_parquet_to_batches,2.566,,477264.0,1.0,,measurement,137396224.0
