rows,mode,workload,engine,block,run,call_id,compute_to_dataframe_ms,cpu_ms,elapsed_ms,fingerprint,input_ms,output_bytes,output_rows,query_ids,setup_ms,validated,server_queries
1000,warehouse,groupby,pandas,1,1,01c6f21b-0001-fe0c-0001-9ade000afd5a,3.652515,10.0,90.399544,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""10444308999742168037"", ""hash_xor"": ""5638033058446785103"", ""rows"": 50}",86.747029,1732,50,"[""01c6f21b-0001-fe0c-0001-9ade000afd76""]",0.0,True,"{""01c6f21b-0001-fe0c-0001-9ade000afd76"": {""server_total_ms"": 70, ""server_compilation_ms"": 60, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,groupby,pandas,1,2,01c6f21b-0001-fe0c-0001-9ade000afd5a,3.667439,10.0,86.680369,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""10444308999742168037"", ""hash_xor"": ""5638033058446785103"", ""rows"": 50}",83.01293,1732,50,"[""01c6f21b-0001-fe0c-0001-9ade000afd7a""]",0.0,True,"{""01c6f21b-0001-fe0c-0001-9ade000afd7a"": {""server_total_ms"": 64, ""server_compilation_ms"": 55, ""server_execution_ms"": 9, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,filter_project,snowflake,1,1,01c6f21b-0001-fcf8-0001-9ade000aa80e,98.06333,0.0,98.06333,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",,4668,189,"[""01c6f21b-0001-fcf8-0001-9ade000aa82a""]",0.0,True,"{""01c6f21b-0001-fcf8-0001-9ade000aa82a"": {""server_total_ms"": 69, ""server_compilation_ms"": 59, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,filter_project,snowflake,1,2,01c6f21b-0001-fcf8-0001-9ade000aa80e,89.740771,10.0,89.740771,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",,4668,189,"[""01c6f21b-0001-fcf8-0001-9ade000aa82e""]",0.0,True,"{""01c6f21b-0001-fcf8-0001-9ade000aa82e"": {""server_total_ms"": 73, ""server_compilation_ms"": 62, ""server_execution_ms"": 11, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
10000,warehouse,join_groupby,snowflake,1,1,01c6f21b-0001-fcf8-0001-9ade000aa832,134.407442,10.0,134.407442,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""14875591726169594843"", ""hash_xor"": ""16117896640135194181"", ""rows"": 200}",,6532,200,"[""01c6f21b-0001-fcf8-0001-9ade000aa84e""]",0.0,True,"{""01c6f21b-0001-fcf8-0001-9ade000aa84e"": {""server_total_ms"": 106, ""server_compilation_ms"": 71, ""server_execution_ms"": 35, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 333824}}"
10000,warehouse,join_groupby,snowflake,1,2,01c6f21b-0001-fcf8-0001-9ade000aa832,129.554406,0.0,129.554406,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""14875591726169594843"", ""hash_xor"": ""16117896640135194181"", ""rows"": 200}",,6532,200,"[""01c6f21b-0001-fcf8-0001-9ade000aa852""]",0.0,True,"{""01c6f21b-0001-fcf8-0001-9ade000aa852"": {""server_total_ms"": 100, ""server_compilation_ms"": 65, ""server_execution_ms"": 35, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 333824}}"
1000,warehouse,clean_derive,duckdb,1,1,01c6f21b-0001-fe0c-0001-9ade000afd7e,2.691267,20.0,95.825619,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""3180368210041205905"", ""hash_xor"": ""8925613786364592519"", ""rows"": 1000}",79.085769,16132,1000,"[""01c6f21b-0001-fe0c-0001-9ade000afd9e""]",14.048583,True,"{""01c6f21b-0001-fe0c-0001-9ade000afd9e"": {""server_total_ms"": 60, ""server_compilation_ms"": 50, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,clean_derive,duckdb,1,2,01c6f21b-0001-fe0c-0001-9ade000afd7e,2.507674,30.0,106.068564,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""3180368210041205905"", ""hash_xor"": ""8925613786364592519"", ""rows"": 1000}",88.995275,16132,1000,"[""01c6f21b-0001-fe0c-0001-9ade000afda2""]",14.565615,True,"{""01c6f21b-0001-fe0c-0001-9ade000afda2"": {""server_total_ms"": 69, ""server_compilation_ms"": 59, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
100000,warehouse,filter_project,duckdb,1,1,01c6f21b-0001-fcf9-0001-9ade000b50a2,2.65721,20.0,280.769336,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""6934637738391437775"", ""hash_xor"": ""13010755706745315299"", ""rows"": 19886}",264.894923,477396,19886,"[""01c6f21b-0001-fcf9-0001-9ade000b50be""]",13.217203,True,"{""01c6f21b-0001-fcf9-0001-9ade000b50be"": {""server_total_ms"": 168, ""server_compilation_ms"": 64, ""server_execution_ms"": 104, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,filter_project,duckdb,1,2,01c6f21b-0001-fcf9-0001-9ade000b50a2,2.733915,20.0,269.467698,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""6934637738391437775"", ""hash_xor"": ""13010755706745315299"", ""rows"": 19886}",253.76677,477396,19886,"[""01c6f21c-0001-fcf9-0001-9ade000b50c2""]",12.967013,True,"{""01c6f21c-0001-fcf9-0001-9ade000b50c2"": {""server_total_ms"": 164, ""server_compilation_ms"": 64, ""server_execution_ms"": 100, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
10000,warehouse,join_groupby,pandas,1,1,01c6f21c-0001-fe2b-0001-9ade000b801e,10.880139,30.0,433.13661,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""14875591726169594843"", ""hash_xor"": ""16117896640135194181"", ""rows"": 200}",422.256471,6532,200,"[""01c6f21c-0001-fe2b-0001-9ade000b803e"", ""01c6f21c-0001-fe2b-0001-9ade000b8042""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b803e"": {""server_total_ms"": 88, ""server_compilation_ms"": 73, ""server_execution_ms"": 15, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}, ""01c6f21c-0001-fe2b-0001-9ade000b8042"": {""server_total_ms"": 208, ""server_compilation_ms"": 79, ""server_execution_ms"": 129, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
10000,warehouse,join_groupby,pandas,1,2,01c6f21c-0001-fe2b-0001-9ade000b801e,10.359981,30.0,455.951916,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""14875591726169594843"", ""hash_xor"": ""16117896640135194181"", ""rows"": 200}",445.591935,6532,200,"[""01c6f21c-0001-fe2b-0001-9ade000b8046"", ""01c6f21c-0001-fe2b-0001-9ade000b804a""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b8046"": {""server_total_ms"": 96, ""server_compilation_ms"": 81, ""server_execution_ms"": 15, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}, ""01c6f21c-0001-fe2b-0001-9ade000b804a"": {""server_total_ms"": 223, ""server_compilation_ms"": 77, ""server_execution_ms"": 146, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
1000,warehouse,join_groupby,duckdb,1,1,01c6f21c-0001-fcf8-0001-9ade000aa85a,7.73651,60.0,390.072646,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""16698001718679266202"", ""hash_xor"": ""1709764789742969772"", ""rows"": 200}",366.224692,6532,200,"[""01c6f21c-0001-fcf8-0001-9ade000aa87a"", ""01c6f21c-0001-fcf8-0001-9ade000aa87e""]",16.111444,True,"{""01c6f21c-0001-fcf8-0001-9ade000aa87a"": {""server_total_ms"": 68, ""server_compilation_ms"": 57, ""server_execution_ms"": 11, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}, ""01c6f21c-0001-fcf8-0001-9ade000aa87e"": {""server_total_ms"": 178, ""server_compilation_ms"": 55, ""server_execution_ms"": 123, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
1000,warehouse,join_groupby,duckdb,1,2,01c6f21c-0001-fcf8-0001-9ade000aa85a,7.530409,70.0,396.594079,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""16698001718679266202"", ""hash_xor"": ""1709764789742969772"", ""rows"": 200}",374.852164,6532,200,"[""01c6f21c-0001-fcf8-0001-9ade000aa882"", ""01c6f21c-0001-fcf8-0001-9ade000aa886""]",14.211506,True,"{""01c6f21c-0001-fcf8-0001-9ade000aa882"": {""server_total_ms"": 70, ""server_compilation_ms"": 59, ""server_execution_ms"": 11, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}, ""01c6f21c-0001-fcf8-0001-9ade000aa886"": {""server_total_ms"": 192, ""server_compilation_ms"": 54, ""server_execution_ms"": 138, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
100000,warehouse,clean_derive,snowflake,1,1,01c6f21c-0001-fe2b-0001-9ade000b804e,365.18874,50.0,365.18874,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""6278141268544677052"", ""hash_xor"": ""11755483584262095886"", ""rows"": 100000}",,1600132,100000,"[""01c6f21c-0001-fe2b-0001-9ade000b806a""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b806a"": {""server_total_ms"": 259, ""server_compilation_ms"": 86, ""server_execution_ms"": 173, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,clean_derive,snowflake,1,2,01c6f21c-0001-fe2b-0001-9ade000b804e,352.103187,20.0,352.103187,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""6278141268544677052"", ""hash_xor"": ""11755483584262095886"", ""rows"": 100000}",,1600132,100000,"[""01c6f21c-0001-fe2b-0001-9ade000b806e""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b806e"": {""server_total_ms"": 251, ""server_compilation_ms"": 80, ""server_execution_ms"": 171, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
10000,warehouse,groupby,snowflake,1,1,01c6f21c-0001-fe2b-0001-9ade000b8072,120.715818,10.0,120.715818,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""1130293176424329738"", ""hash_xor"": ""7924286463522630638"", ""rows"": 50}",,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b808e""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b808e"": {""server_total_ms"": 100, ""server_compilation_ms"": 82, ""server_execution_ms"": 18, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
10000,warehouse,groupby,snowflake,1,2,01c6f21c-0001-fe2b-0001-9ade000b8072,111.831796,10.0,111.831796,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""1130293176424329738"", ""hash_xor"": ""7924286463522630638"", ""rows"": 50}",,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b8092""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b8092"": {""server_total_ms"": 90, ""server_compilation_ms"": 73, ""server_execution_ms"": 17, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
100000,warehouse,groupby,pandas,1,1,01c6f21c-0001-fe2b-0001-9ade000b8096,5.008493,30.0,319.514894,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",314.506401,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b80b2""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b80b2"": {""server_total_ms"": 217, ""server_compilation_ms"": 70, ""server_execution_ms"": 147, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,groupby,pandas,1,2,01c6f21c-0001-fe2b-0001-9ade000b8096,4.739019,40.0,350.590078,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",345.851059,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b80b6""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b80b6"": {""server_total_ms"": 239, ""server_compilation_ms"": 62, ""server_execution_ms"": 177, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
1000,warehouse,filter_project,duckdb,1,1,01c6f21c-0001-fe2b-0001-9ade000b80ba,2.296354,50.0,165.392993,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",150.379599,4668,189,"[""01c6f21c-0001-fe2b-0001-9ade000b80d6""]",12.71704,True,"{""01c6f21c-0001-fe2b-0001-9ade000b80d6"": {""server_total_ms"": 124, ""server_compilation_ms"": 112, ""server_execution_ms"": 12, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,filter_project,duckdb,1,2,01c6f21c-0001-fe2b-0001-9ade000b80ba,2.145408,10.0,132.528765,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",118.13306,4668,189,"[""01c6f21c-0001-fe2b-0001-9ade000b80da""]",12.250297,True,"{""01c6f21c-0001-fe2b-0001-9ade000b80da"": {""server_total_ms"": 97, ""server_compilation_ms"": 86, ""server_execution_ms"": 11, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
10000,warehouse,clean_derive,snowflake,1,1,01c6f21c-0001-fe2b-0001-9ade000b80e2,214.486113,10.0,214.486113,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""13143342722286534326"", ""hash_xor"": ""9500279252468633194"", ""rows"": 10000}",,160132,10000,"[""01c6f21c-0001-fe2b-0001-9ade000b80fe""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b80fe"": {""server_total_ms"": 155, ""server_compilation_ms"": 77, ""server_execution_ms"": 78, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
10000,warehouse,clean_derive,snowflake,1,2,01c6f21c-0001-fe2b-0001-9ade000b80e2,199.73531,0.0,199.73531,"{""columns"": [""id"", ""net_cents""], ""dtypes"": [""int64"", ""int64""], ""hash_sum"": ""13143342722286534326"", ""hash_xor"": ""9500279252468633194"", ""rows"": 10000}",,160132,10000,"[""01c6f21c-0001-fe2b-0001-9ade000b8102""]",0.0,True,"{""01c6f21c-0001-fe2b-0001-9ade000b8102"": {""server_total_ms"": 147, ""server_compilation_ms"": 78, ""server_execution_ms"": 69, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
100000,warehouse,groupby,snowflake,1,1,01c6f21c-0001-fe0c-0001-9ade000afdb6,91.630976,20.0,91.630976,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",,1732,50,"[""01c6f21c-0001-fe0c-0001-9ade000afdd2""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afdd2"": {""server_total_ms"": 74, ""server_compilation_ms"": 56, ""server_execution_ms"": 18, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,groupby,snowflake,1,2,01c6f21c-0001-fe0c-0001-9ade000afdb6,90.133613,10.0,90.133613,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",,1732,50,"[""01c6f21c-0001-fe0c-0001-9ade000afdd6""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afdd6"": {""server_total_ms"": 72, ""server_compilation_ms"": 55, ""server_execution_ms"": 17, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,groupby,duckdb,1,1,01c6f21c-0001-fe2b-0001-9ade000b810a,5.993432,110.0,330.303364,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",311.851206,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b8126""]",12.458726,True,"{""01c6f21c-0001-fe2b-0001-9ade000b8126"": {""server_total_ms"": 210, ""server_compilation_ms"": 72, ""server_execution_ms"": 138, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,groupby,duckdb,1,2,01c6f21c-0001-fe2b-0001-9ade000b810a,5.883541,60.0,346.292967,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""5148165510768826946"", ""hash_xor"": ""7876665366988197046"", ""rows"": 50}",327.972445,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b812a""]",12.436981,True,"{""01c6f21c-0001-fe2b-0001-9ade000b812a"": {""server_total_ms"": 229, ""server_compilation_ms"": 64, ""server_execution_ms"": 165, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,join_groupby,duckdb,1,1,01c6f21c-0001-fcf9-0001-9ade000b50ce,17.210492,100.0,663.714875,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""15482229778153811636"", ""hash_xor"": ""14299020784962879478"", ""rows"": 200}",631.985967,6532,200,"[""01c6f21c-0001-fcf9-0001-9ade000b50ee"", ""01c6f21c-0001-fcf9-0001-9ade000b50f2""]",14.518416,True,"{""01c6f21c-0001-fcf9-0001-9ade000b50ee"": {""server_total_ms"": 233, ""server_compilation_ms"": 60, ""server_execution_ms"": 173, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}, ""01c6f21c-0001-fcf9-0001-9ade000b50f2"": {""server_total_ms"": 202, ""server_compilation_ms"": 62, ""server_execution_ms"": 140, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
100000,warehouse,join_groupby,duckdb,1,2,01c6f21c-0001-fcf9-0001-9ade000b50ce,16.754111,130.0,683.9333,"{""columns"": [""region_id"", ""tier"", ""total_cents"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""15482229778153811636"", ""hash_xor"": ""14299020784962879478"", ""rows"": 200}",652.333432,6532,200,"[""01c6f21c-0001-fcf9-0001-9ade000b50f6"", ""01c6f21c-0001-fcf9-0001-9ade000b50fe""]",14.845757,True,"{""01c6f21c-0001-fcf9-0001-9ade000b50f6"": {""server_total_ms"": 229, ""server_compilation_ms"": 59, ""server_execution_ms"": 170, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}, ""01c6f21c-0001-fcf9-0001-9ade000b50fe"": {""server_total_ms"": 193, ""server_compilation_ms"": 62, ""server_execution_ms"": 131, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 238592}}"
10000,warehouse,groupby,duckdb,1,1,01c6f21c-0001-fe2b-0001-9ade000b812e,4.036717,50.0,137.943803,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""1130293176424329738"", ""hash_xor"": ""7924286463522630638"", ""rows"": 50}",120.125574,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b814a""]",13.781512,True,"{""01c6f21c-0001-fe2b-0001-9ade000b814a"": {""server_total_ms"": 93, ""server_compilation_ms"": 79, ""server_execution_ms"": 14, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
10000,warehouse,groupby,duckdb,1,2,01c6f21c-0001-fe2b-0001-9ade000b812e,3.893408,10.0,135.509918,"{""columns"": [""region_id"", ""total_cents"", ""total_quantity"", ""row_count""], ""dtypes"": [""int64"", ""int64"", ""int64"", ""int64""], ""hash_sum"": ""1130293176424329738"", ""hash_xor"": ""7924286463522630638"", ""rows"": 50}",118.606439,1732,50,"[""01c6f21c-0001-fe2b-0001-9ade000b814e""]",13.010071,True,"{""01c6f21c-0001-fe2b-0001-9ade000b814e"": {""server_total_ms"": 93, ""server_compilation_ms"": 80, ""server_execution_ms"": 13, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 95232}}"
100000,warehouse,filter_project,pandas,1,1,01c6f21c-0001-fe0c-0001-9ade000afdde,1.415721,0.0,263.347318,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""6934637738391437775"", ""hash_xor"": ""13010755706745315299"", ""rows"": 19886}",261.931597,477396,19886,"[""01c6f21c-0001-fe0c-0001-9ade000afdfa""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afdfa"": {""server_total_ms"": 168, ""server_compilation_ms"": 67, ""server_execution_ms"": 101, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
100000,warehouse,filter_project,pandas,1,2,01c6f21c-0001-fe0c-0001-9ade000afdde,1.477629,0.0,273.824408,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""6934637738391437775"", ""hash_xor"": ""13010755706745315299"", ""rows"": 19886}",272.346779,477396,19886,"[""01c6f21c-0001-fe0c-0001-9ade000afdfe""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afdfe"": {""server_total_ms"": 177, ""server_compilation_ms"": 67, ""server_execution_ms"": 110, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 973312}}"
1000,warehouse,filter_project,pandas,1,1,01c6f21c-0001-fe0c-0001-9ade000afe02,1.032498,10.0,85.561094,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",84.528596,4668,189,"[""01c6f21c-0001-fe0c-0001-9ade000afe1e""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afe1e"": {""server_total_ms"": 66, ""server_compilation_ms"": 56, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
1000,warehouse,filter_project,pandas,1,2,01c6f21c-0001-fe0c-0001-9ade000afe02,1.03429,0.0,96.150708,"{""columns"": [""id"", ""region_id"", ""gross_cents""], ""dtypes"": [""int64"", ""int64"", ""int64""], ""hash_sum"": ""14020920903409201564"", ""hash_xor"": ""14094222170840866914"", ""rows"": 189}",95.116418,4668,189,"[""01c6f21c-0001-fe0c-0001-9ade000afe22""]",0.0,True,"{""01c6f21c-0001-fe0c-0001-9ade000afe22"": {""server_total_ms"": 70, ""server_compilation_ms"": 60, ""server_execution_ms"": 10, ""server_provisioning_queue_ms"": 0, ""server_overload_queue_ms"": 0, ""server_bytes_scanned"": 10240}}"
