rows,mode,workload,pandas_mean_ms,duckdb_mean_ms,pandas_over_duckdb,ratio_ci95_low,ratio_ci95_high,observed_faster,paired_blocks
100000,memory,clean_derive,0.9004750333333335,2.0625402666666663,0.4365854319967379,0.39108684896494433,0.5016390520719667,pandas,6
100000,memory,filter_project,0.6950111666666666,1.0762388666666667,0.6457777991416156,0.596394704510559,0.7065889383568258,pandas,6
100000,memory,groupby,2.5065207333333333,1.5850082333333333,1.5813928789896716,1.46651863041566,1.7025862443082722,duckdb,6
100000,memory,join_groupby,5.249633433333333,4.066285966666666,1.291014325201706,1.2337388842022818,1.3520155819176407,duckdb,6
100000,parquet,clean_derive,2.351387566666667,3.0694847333333333,0.7660528625966344,0.7425478323735178,0.7943996346717865,pandas,6
100000,parquet,filter_project,2.8139944,2.338618,1.20327236000065,1.1618268813446273,1.27522670846977,duckdb,6
100000,parquet,groupby,3.7365096666666666,1.8732084000000002,1.9947111419459074,1.9082853023112722,2.0990032115633284,duckdb,6
100000,parquet,join_groupby,7.3243903,4.751273566666666,1.5415635823172662,1.5098486423874693,1.5728123543516734,duckdb,6
1000000,memory,clean_derive,3.4858514333333335,5.220098599999999,0.667775017378663,0.6497538400523485,0.6867815766149988,pandas,6
1000000,memory,filter_project,2.165429233333333,2.1787182333333335,0.99390054216434,0.9443858449751167,1.0462328059298027,pandas,6
1000000,memory,groupby,8.475284700000001,2.690779266666666,3.1497510052168542,3.043429336691782,3.2811634497481585,duckdb,6
1000000,memory,join_groupby,27.383218066666668,7.087729133333333,3.863468475097953,3.8080549726643755,3.9268539645650216,duckdb,6
1000000,parquet,clean_derive,9.614147266666667,8.833382033333335,1.0883880296795796,1.0676722898861808,1.1099334031831962,duckdb,6
1000000,parquet,filter_project,7.611218099999999,6.3864054999999995,1.1917843456698765,1.1699021425440734,1.2169458273357632,duckdb,6
1000000,parquet,groupby,12.172274866666669,4.319816800000001,2.817775713698476,2.677908159095144,2.9614475881561466,duckdb,6
1000000,parquet,join_groupby,32.4221125,8.287748633333331,3.9120530718798876,3.835292944960905,3.9821787017545622,duckdb,6
10000000,memory,clean_derive,29.384398700000002,38.260933466666664,0.7680000469826489,0.7489698942353049,0.7909543535262445,pandas,6
10000000,memory,filter_project,15.907791666666666,12.686231999999999,1.2539414119706047,1.2044553720711288,1.3152500776037954,duckdb,6
10000000,memory,groupby,64.30172370000001,14.461824899999998,4.446307720127355,4.3907349396840765,4.519073246954046,duckdb,6
10000000,memory,join_groupby,311.1779918,38.1596306,8.154638472836789,7.685148119073925,8.854277280868086,duckdb,6
10000000,parquet,clean_derive,100.15193470000001,69.3785236,1.4435581719412667,1.3051935912313535,1.631620721998162,duckdb,6
10000000,parquet,filter_project,57.9622736,47.51685966666667,1.2198254263141226,1.2039810993748676,1.237232440475886,duckdb,6
10000000,parquet,groupby,97.91913190000001,29.13685413333333,3.3606624603984936,3.3068343939179616,3.412237902220184,duckdb,6
10000000,parquet,join_groupby,357.6576500333333,45.398543100000005,7.878174619954561,7.71843118160133,8.111511437072231,duckdb,6
